"seqnames","start","end","width","strand","annot.seqnames","annot.start","annot.end","annot.width","annot.strand","annot.id","annot.tx_id","annot.gene_id","annot.symbol","annot.type"
"chr3",23280931,23280931,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23283095,23283095,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23283095,23283095,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23284359,23284359,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23284359,23284359,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23287713,23287713,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23287713,23287713,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23288403,23288403,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23288403,23288403,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23288877,23288877,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23288877,23288877,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23289892,23289892,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23289892,23289892,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23290636,23290636,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23290636,23290636,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23291246,23291246,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23291246,23291246,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23291721,23291721,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23291721,23291721,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23292975,23292975,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23292975,23292975,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23293325,23293325,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23293325,23293325,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23294221,23294221,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23294221,23294221,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23294403,23294403,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23294403,23294403,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23294854,23294854,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23294854,23294854,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23296199,23296199,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23296199,23296199,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23296402,23296402,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23296402,23296402,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23298569,23298569,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23298569,23298569,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23298683,23298683,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23298683,23298683,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23300657,23300657,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23300657,23300657,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23301213,23301213,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23301213,23301213,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310462,23310462,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310462,23310462,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310614,23310614,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310614,23310614,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310615,23310615,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310615,23310615,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310618,23310618,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310618,23310618,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310763,23310763,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23310763,23310763,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23312956,23312956,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23312956,23312956,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23313992,23313992,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23313992,23313992,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23314998,23314998,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23314998,23314998,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23315198,23315198,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23315198,23315198,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23315804,23315804,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23315804,23315804,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23317542,23317542,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23317542,23317542,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23319413,23319413,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23319413,23319413,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23320433,23320433,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23320433,23320433,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23323101,23323101,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23323101,23323101,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23324961,23324961,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23324961,23324961,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23325346,23325346,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23325346,23325346,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23326454,23326454,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23326454,23326454,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23326505,23326505,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23326505,23326505,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23328242,23328242,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23328242,23328242,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23330101,23330101,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23330101,23330101,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23331104,23331104,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23331104,23331104,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23333023,23333023,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23333023,23333023,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23334495,23334495,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23334495,23334495,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23336044,23336044,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23336044,23336044,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23336450,23336450,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23336450,23336450,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23336968,23336968,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23336968,23336968,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23337633,23337633,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23337633,23337633,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23338252,23338252,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23338252,23338252,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23341034,23341034,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23341034,23341034,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23341181,23341181,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23341181,23341181,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23341693,23341693,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23341693,23341693,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23342362,23342362,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23342362,23342362,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23342759,23342759,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23342759,23342759,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23344838,23344838,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23344838,23344838,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
