"gene","round2_20151217_p_val","round2_20151217_avg_log2FC","round2_20151217_pct.1","round2_20151217_pct.2","round2_20151217_p_val_adj","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj","max_pval","minimump_p_val"
"Liph",0.185668188323822,-0.619163178715368,0,0.315,1,0.426718668549559,-0.259806487207032,0,0.137,1,0.426718668549559,0.336863700492194
"Acox2",0.531538685942637,-0.349486624454586,0.25,0.426,1,0.186479066572609,-0.629485279855197,0,0.314,1,0.531538685942637,0.338183690875427
"Nisch",0.802078410285907,0.258721127770286,0.25,0.23,1,0.18647906680976,-0.776435252254541,0,0.314,1,0.802078410285907,0.338183691261281
"Il17ra",0.285672170056613,-0.736476132771095,0,0.226,1,0.18702684936909,-0.703835416705183,0,0.313,1,0.285672170056613,0.339074656353252
"Ppp2r5a",0.372519706858107,-0.616343868659558,0,0.168,1,0.187026849844406,-0.683019464764482,0,0.313,1,0.372519706858107,0.339074657126089
"1110008F13Rik",0.40052267332965,-0.924221103156341,0,0.152,1,0.187850850395737,-0.975043898794334,0,0.313,1,0.40052267332965,0.340413758797072
"Atp5f1",0.322220862723587,0.62380977451397,0.25,0.111,1,0.188958330041359,0.297683505003077,0.5,0.215,1,0.322220862723587,0.342211409590698
"Slc7a4",0.190473905060422,-0.86982341154309,0.25,0.546,1,0.721821705699885,-0.362527218464459,1,0.776,1,0.721821705699885,0.344667501611877
"Adtrp",0.365336411539914,-0.538742249189234,0.25,0.453,1,0.191733298348233,-0.594057820910899,0,0.308,1,0.365336411539914,0.346704939000974
"Snx3",0.481931184608069,-0.829884993842713,0,0.111,1,0.192375024227291,0.349480881895384,0.5,0.207,1,0.481931184608069,0.34774189850813
"Lpcat2",0.381989097557534,-0.995809942134384,0,0.162,1,0.192573254911408,-0.937307994927568,0,0.308,1,0.381989097557534,0.348062051315642
"Slfn2",0.209460312106184,-0.895322098009026,0,0.291,1,0.192853871729146,-0.700400772977481,0,0.307,1,0.209460312106184,0.348515127617371
"Arf1",0.860786089790887,0.591612069285393,0.25,0.253,1,0.192915195296791,0.806519130774786,0.75,0.463,1,0.860786089790887,0.348614118017182
"Slc38a2",0.385197106209789,-0.668181755806965,0,0.16,1,0.194827057941179,-0.795178434910493,0,0.305,1,0.385197106209789,0.351696533376342
"Zfp300",0.367356642281974,-0.75196854820792,0,0.171,1,0.195393685106276,-0.779504153445868,0,0.305,1,0.367356642281974,0.352608678033141
"Tnfrsf1b",0.405012470197079,-0.710681589291415,0,0.149,1,0.195961588262132,-0.849705103481816,0,0.304,1,0.405012470197079,0.353522232450046
"Arpc5",0.197591295077061,-1.2901237314986,0,0.303,1,0.567125264584363,-0.567776107433824,0.75,0.6,1,0.567125264584363,0.356140270263891
"Chd4",0.359236341757442,-1.02195041376081,0,0.176,1,0.198819210416949,0.513330885522635,0.5,0.259,1,0.359236341757442,0.358109342403079
"Ube2r2",0.200527355331901,1.1019322072649,0.25,0.087,1,0.383879444866466,-0.373550147088045,0,0.161,1,0.383879444866466,0.360843490427396
"Ppp1r15a",0.299913509282737,-0.975121030973955,0,0.215,1,0.201130519392688,-1.02597143711111,0,0.299,1,0.299913509282737,0.361807552954204
"Obfc1",0.266534990618775,-0.491674211086314,0,0.241,1,0.202293410618031,-0.579662857321153,0,0.298,1,0.266534990618775,0.363664197256586
"Myadm",0.217238543607995,-1.51579984949416,0,0.284,1,0.202565102605561,-1.33798587724819,0.25,0.475,1,0.217238543607995,0.36409758441752
"Sh2d3c",0.327459275043243,-0.899789030685285,0,0.196,1,0.202584948601311,-0.906864577035537,0,0.297,1,0.327459275043243,0.364129235802826
"Cd82",0.315650459996121,-0.549049026061732,0,0.204,1,0.203169005090965,-0.65796903410788,0,0.297,1,0.315650459996121,0.365060365552277
"Ndel1",0.387350404687716,-0.746567008858375,0,0.159,1,0.204634882294482,-0.748387871949664,0,0.295,1,0.387350404687716,0.367394329537288
"Ctla2a",0.206284460238886,-0.718139247190385,0,0.294,1,0.575598536742523,-0.411162081018011,0.25,0.315,1,0.575598536742523,0.370015641941723
"Ptk2b",0.387350404687716,-0.620867525593393,0,0.159,1,0.206700935660367,-0.846283337152764,0,0.293,1,0.387350404687716,0.370676594517864
"Gadd45a",0.396083048605639,-0.906229548977073,0,0.154,1,0.206700935711516,-0.91121602459803,0,0.293,1,0.396083048605639,0.370676594599015
"Rtn3",0.425866127238727,-0.754014314078926,0,0.138,1,0.206997408728789,-0.85841321905327,0,0.293,1,0.425866127238727,0.371146890237145
"Il1rn",0.329310267498864,-0.635150036166412,0,0.195,1,0.207888818567807,-0.741228757805139,0,0.292,1,0.329310267498864,0.372559876250096
"Lgals3",0.208185424442773,-1.27632720388772,0,0.292,1,0.534271134787005,-0.596896986929966,0.25,0.341,1,0.534271134787005,0.373029677935129
"Pla2g7",0.208185424941744,-1.09931801715781,0,0.292,1,0.231092261464261,-1.01828083966558,0.25,0.455,1,0.231092261464261,0.373029678725313
"Fam129a",0.401640379553249,-0.764012365258747,0,0.151,1,0.208186619763584,-0.737252545431086,0,0.292,1,0.401640379553249,0.37303157087858
"Arhgap30",0.378807096029748,-0.509411292062704,0,0.164,1,0.208783221568984,-0.617353340611006,0,0.291,1,0.378807096029748,0.373976009529245
"Cmip",0.208822108156144,-1.18067281504793,0,0.292,1,0.553271403412865,-0.805701698526396,0.5,0.448,1,0.553271403412865,0.374037543457512
"Rin3",0.218556649764426,-0.762996610192374,0,0.282,1,0.209082022538864,-0.617462517100181,0,0.291,1,0.218556649764426,0.374448752928785
"Hist1h1c",0.863585522643994,-0.623231879749151,0.25,0.182,1,0.209381158331985,-0.972998729919014,0,0.291,1,0.863585522643994,0.374921847199527
"Ifngr1",0.459332076932705,-0.634512542510837,0,0.121,1,0.210881855135941,-0.811165934246442,0,0.289,1,0.459332076932705,0.377292553446306
"Arg2",0.463228640798457,-0.571928423166172,0,0.12,1,0.211484483221405,-0.807495520653241,0,0.289,1,0.463228640798457,0.378243279799385
"Endov",0.212674249916443,-0.552932904612603,0,0.288,1,0.272711957345009,-0.441783051670803,0,0.236,1,0.272711957345009,0.380118163255363
"Cyfip2",0.366095103106063,0.362424334910542,0.25,0.113,1,0.212825881887852,0.367700643959966,0.5,0.221,1,0.366095103106063,0.380356907774363
"Sirpa",0.213321643993283,-0.912546239884898,0,0.287,1,0.804930932065088,-0.487668972513003,0.5,0.38,1,0.804930932065088,0.381137164190569
"Hdac4",0.213728395973465,1.2096195274572,0.25,0.091,1,0.448514404774532,-0.318291305590239,0,0.126,1,0.448514404774532,0.381776964701539
"Mcm8",0.214621068408639,-0.562734591123189,0,0.286,1,0.849222321703004,-0.259248163680299,0.25,0.236,1,0.849222321703004,0.383179933812413
"Mtfmt",0.215273101945066,-0.668213526240536,0,0.285,1,0.217872695506221,0.308660054167504,0.5,0.224,1,0.217872695506221,0.384203695469081
"Actr3",0.216581837906439,-1.99103403159141,0,0.284,1,0.289263097728237,-1.01219525081796,0.5,0.667,1,0.289263097728237,0.386255983301946
"Lcn2",0.216581838420274,-1.77342416962753,0,0.284,1,0.380006177143227,-1.94117078532519,0.25,0.377,1,0.380006177143227,0.386255984107042
"Csrnp1",0.357232739236263,-0.879441193600814,0,0.177,1,0.216969066416954,-0.823704204992191,0,0.284,1,0.357232739236263,0.386862557052064
"Klf6",0.217896813759148,-1.43956864079094,0,0.283,1,0.998733925369906,-0.378134266264579,0.75,0.536,1,0.998733925369906,0.388314606071906
"Retnlb",0.218556651316403,-1.06365000269496,0,0.282,1,0.30939395334453,-0.537765704738643,0,0.208,1,0.30939395334453,0.389346292798166
"Ifitm1",0.243385396666084,-1.05029332974565,0,0.26,1,0.219131852914701,-1.09764673794735,0,0.282,1,0.243385396666084,0.390244936867572
"Gm14807",0.243385393299302,-0.559493941278757,0,0.26,1,0.22123862509832,-0.713524595601711,0.25,0.463,1,0.243385393299302,0.393530720961246
"Marcksl1",0.38843148466897,-0.862552059553486,0,0.159,1,0.221937467432054,-1.00750056674652,0,0.279,1,0.38843148466897,0.394618695413955
"H3f3b",0.549021677964839,-0.55865420062722,0.5,0.624,1,0.223153620444439,0.431525389413173,1,0.851,1,0.549021677964839,0.396509702571417
"Pgk1",0.224373085389653,0.475525079148293,0.25,0.083,1,0.865562281586361,-0.257929363232101,0.25,0.178,1,0.865562281586361,0.398402889332034
"Spc24",0.249197050293905,-0.547665353668859,0,0.255,1,0.225662507399316,-0.924070076300187,0.25,0.464,1,0.249197050293905,0.400401447552886
"Lasp1",0.400522672472974,-0.638127761020037,0,0.152,1,0.226039958056808,-0.764516143980396,0,0.275,1,0.400522672472974,0.400985853475293
"Rasgrp4",0.300769695734109,-0.622969904337553,0,0.215,1,0.226357998414476,-0.653982302258408,0,0.275,1,0.300769695734109,0.401478053382744
"Phactr2",0.227278782194068,-0.523281591687864,0,0.274,1,0.342995130701484,-0.355288625712786,0,0.186,1,0.342995130701484,0.402901919552517
"Ptpn1",0.227278782726792,-1.36984141676734,0,0.274,1,0.848587962125131,-0.83245546686378,0.5,0.37,1,0.848587962125131,0.402901920375812
"Son",0.227278783259516,-1.13324520554342,0,0.274,1,0.316694911692499,-0.814027076289774,0.25,0.409,1,0.316694911692499,0.402901921199105
"1110007C09Rik",0.338706368740546,-0.831871155579792,0,0.189,1,0.228273688018033,-0.78758729740323,0,0.273,1,0.338706368740546,0.404438499394712
"Slc15a3",0.291465259113556,-0.886627382705873,0,0.222,1,0.228915096507606,-0.742768118268738,0,0.273,1,0.291465259113556,0.405428071606126
"Zbtb7b",0.229276689867642,0.654727422969797,0.25,0.092,1,0.462915164763432,-0.256341539692522,0,0.119,1,0.462915164763432,0.405985579218621
"Ltb",0.284034911854285,-0.707526683138288,0,0.227,1,0.230202201852808,-0.647590093985416,0,0.271,1,0.284034911854285,0.407411349967735
"9430038I01Rik",0.230865057460602,0.295336460386634,0.5,0.253,1,0.331888577942187,-0.355968252355713,0,0.193,1,0.331888577942187,0.408431440164917
"Lbh",0.454194806048614,-0.51672385420821,0,0.124,1,0.23126913177152,0.302890626330866,0.5,0.226,1,0.454194806048614,0.409052852232687
"Sun2",0.379864895674299,-0.70462635584482,0,0.163,1,0.23181915381712,-0.696065539402624,0,0.27,1,0.379864895674299,0.409898187557755
"Prr13",0.232171668922468,-0.399116210423826,0.75,0.325,1,0.830516077594201,-0.295989537529799,0.75,0.538,1,0.830516077594201,0.410439653994692
"Glmp",0.233476868146866,-0.592924405214278,0,0.269,1,0.311457454897685,-0.410609125918779,0,0.207,1,0.311457454897685,0.412442288334062
"Sh3bgrl3",0.240152750426081,-1.37504539037396,0.25,0.471,1,0.234005599613242,0.328645211266795,1,0.653,1,0.240152750426081,0.413252578576131
"Tirap",0.23417375366384,-0.770257667593582,0,0.268,1,0.304489710778143,-0.520040590633589,0,0.212,1,0.304489710778143,0.413510160422668
"Gm12183",0.858179590590436,0.674538612077541,0.25,0.267,1,0.234226893374224,0.329503175509278,0.75,0.529,1,0.858179590590436,0.413591549168708
"Cln3",0.234608959494957,0.493296967172622,0.25,0.09,1,0.479122439612167,-0.332536990774991,0,0.112,1,0.479122439612167,0.414176555114608
"Wtap",0.235826646711907,0.657423739512078,0.25,0.095,1,0.502034926936073,-0.250577824543592,0,0.102,1,0.502034926936073,0.416039086124431
"Dusp6",0.236400557333937,0.968087210821357,0.25,0.093,1,0.297656455539063,-0.67264541924915,0,0.217,1,0.297656455539063,0.416915891160079
"Kdm7a",0.241234334083621,-1.01655498753129,0,0.262,1,0.237598294480645,-0.963671979767741,0.25,0.453,1,0.241234334083621,0.418743639421179
"Fgr",0.237683096062304,-0.927382978940238,0,0.265,1,0.99148031174473,-0.369542448715253,0.5,0.375,1,0.99148031174473,0.418872937970846
"Gm8822",0.238389976349304,-1.85827517830771,0,0.264,1,0.279281097080622,-1.10699324727773,0.5,0.625,1,0.279281097080622,0.419950171874787
"Sdcbp",0.340614304195956,-1.01127917729285,0,0.188,1,0.239311672761709,-1.01783200201059,0.25,0.474,1,0.340614304195956,0.421353268803411
"Arhgap15",0.464535949785926,-0.516300068963457,0,0.119,1,0.239373994523639,-0.660172410757626,0,0.263,1,0.464535949785926,0.421448079793076
"Bin2",0.333040272908545,-0.646093686161094,0,0.193,1,0.239706868252682,-0.530192688166929,0,0.263,1,0.333040272908545,0.421954353817856
"Actn1",0.239808779163257,-1.14461265372236,0,0.263,1,0.668228996841436,-0.260964638433548,0.25,0.397,1,0.668228996841436,0.422109307762742
"Mrpl33",0.24052071035838,-0.826778758728631,0,0.263,1,0.405215147682751,-0.65172574021505,0.25,0.37,1,0.405215147682751,0.42319120860546
"Cd53",0.241949653338351,-1.65566820454028,0,0.261,1,0.265591529996938,-0.821025741563822,0.5,0.711,1,0.265591529996938,0.425359671926153
"Atp6v0c",0.977763354086704,0.419074645815826,0.25,0.296,1,0.243209648182423,0.252600016501214,0.75,0.434,1,0.977763354086704,0.427268363395829
"Hnrnpk",0.399408101861574,-0.609188883979724,0,0.152,1,0.243360355020737,0.263107920028342,0.75,0.369,1,0.399408101861574,0.427496447645654
"Nfam1",0.325617532847147,-0.686354686411721,0,0.198,1,0.2433930084213,-0.657300428819086,0,0.26,1,0.325617532847147,0.427545860294229
"Creg1",0.369413640029733,-0.837017047263429,0,0.17,1,0.243730352907453,-0.659352550955012,0,0.259,1,0.369413640029733,0.428056220886514
"Jak1",0.866938198502155,-0.287643081389173,0.25,0.298,1,0.243980357294945,-0.988419240372789,0.5,0.553,1,0.866938198502155,0.42843429984412
"Nfe2l2",0.323022651841213,1.52951114006208,0.25,0.118,1,0.245422717014094,-0.699039075260812,0,0.258,1,0.323022651841213,0.430613124001608
"Rpl6",0.245538812652711,0.254708572342113,0.5,0.237,1,0.93262949511779,-0.293540748904577,0.25,0.222,1,0.93262949511779,0.430788316786518
"Akna",0.629989368134378,0.576305660005634,0.25,0.188,1,0.24644266220656,-0.538592921193818,0,0.257,1,0.629989368134378,0.432151338657663
"Rcsd1",0.341571920186619,-0.739353224325013,0,0.187,1,0.247807895958895,-0.67044689471792,0,0.256,1,0.341571920186619,0.434207038618215
"Pxn",0.248464540169273,-1.00514232245505,0,0.256,1,0.736789864213742,-0.567822416321354,0.5,0.394,1,0.736789864213742,0.435194452617018
"Dennd5a",0.471137232184326,-0.543243726444336,0,0.116,1,0.248492794861043,-0.64953835346621,0,0.255,1,0.471137232184326,0.435236920624233
"Hist1h2bc",0.424678642274434,-0.587935672602445,0,0.139,1,0.249867174391809,-0.615450083035395,0,0.254,1,0.424678642274434,0.437300743945071
"Hacd4",0.402761236360604,-0.606893686428376,0,0.15,1,0.249867174745845,-0.629337404278238,0,0.254,1,0.402761236360604,0.437300744476219
"Celf2",0.249931303813576,-1.31021470931801,0,0.254,1,0.26103191461423,-0.861888930446402,0.25,0.571,1,0.26103191461423,0.437396951001197
"Trem3",0.369413640029733,-0.888183779201293,0,0.17,1,0.250211727175749,-0.752603888478999,0,0.254,1,0.369413640029733,0.437817545935227
"Irf2",0.472470645992075,-0.491029548782751,0,0.115,1,0.251593778306041,-0.610796290425858,0,0.253,1,0.472470645992075,0.439888127329773
"Rara",0.252144568818741,-0.987193668050292,0,0.253,1,0.68216915305275,-0.303336487459085,0.5,0.277,1,0.68216915305275,0.440712254052693
"Exosc2",0.588819951147109,-0.535060147522122,0.5,0.552,1,0.252280621764974,-0.730270377514542,0.25,0.446,1,0.588819951147109,0.440915731411826
"Bcas2",0.609712372257384,-0.318344434581139,0.25,0.4,1,0.252634363939483,-0.499737892731549,0,0.252,1,0.609712372257384,0.441444606035859
"Prex1",0.403885261472356,-0.466107258322877,0,0.15,1,0.252981999492135,-0.556720316143598,0,0.252,1,0.403885261472356,0.441964106917232
"Trf",0.345426919774931,-0.50249580334086,0,0.185,1,0.255075964217963,-0.609621331298172,0,0.25,1,0.345426919774931,0.445088180914203
"Slc2a3",0.255868612280468,-0.952948940295587,0,0.25,1,0.591255123867886,-0.412792273235923,0.25,0.402,1,0.591255123867886,0.446268477810604
"Slco2a1",0.256618749518923,-0.502099374481895,0,0.249,1,0.338958709564143,-0.35835420686479,0,0.188,1,0.338958709564143,0.44738431643319
"Ccrl2",0.396083048605639,-0.907794421110612,0,0.154,1,0.257183978648402,-1.05428804369451,0,0.248,1,0.396083048605639,0.448224358423383
"Retn",0.455472973287059,-0.262518710553773,0,0.123,1,0.258020221188573,0.265295240901866,0.25,0.092,1,0.455472973287059,0.449466007834946
"Gng5",0.795757752184664,-0.610409379173992,0.25,0.266,1,0.258772722031737,-0.75384452387314,0.25,0.528,1,0.795757752184664,0.45058212239576
"D1Ertd622e",0.407276504007506,-0.621763357450835,0,0.148,1,0.259661222010321,-0.647550693568053,0,0.246,1,0.407276504007506,0.451898493804748
"Chpt1",0.261157299550578,-0.53294920673369,0,0.245,1,0.705159784671702,-0.345626989592585,0.25,0.273,1,0.705159784671702,0.454111463992606
"Hnrnpu",0.419963570000289,-0.624548275171112,0,0.141,1,0.261935657870822,0.337061055329974,0.5,0.27,1,0.419963570000289,0.455261026877423
"Pbx1",0.486055385867044,-0.762182662386377,0,0.109,1,0.262157894350406,-0.890210120346296,0,0.244,1,0.486055385867044,0.455589027130573
"Arrb2",0.35226911218796,-0.598847661428109,0,0.18,1,0.262516156966878,-0.563246455540414,0,0.244,1,0.35226911218796,0.456117581265097
"Mapk3",0.36226146079679,-0.650191158039426,0,0.174,1,0.264674162694801,-0.592742027435803,0,0.242,1,0.36226146079679,0.459295912991408
"Wnk1",0.265827845110809,0.308617228115017,0.25,0.091,1,0.627905888009995,0.341844058650456,0.25,0.186,1,0.627905888009995,0.460991246985361
"Bnip3l",0.266237575791148,1.46110089034339,0.25,0.103,1,0.372994600566336,0.334292677759205,0.5,0.34,1,0.372994600566336,0.461592704819149
"Csk",0.367356642281974,-0.556877095829908,0,0.171,1,0.26648359066153,-0.535461934770812,0,0.241,1,0.367356642281974,0.461953677231198
"Atp6v1f",0.591366302382666,0.325414069733255,0.25,0.165,1,0.267574115690246,-0.531701990007023,0,0.24,1,0.591366302382666,0.463552323993074
"Nlrp3",0.402761232915039,-0.473922173169547,0,0.15,1,0.268303168835589,-0.577335193137872,0,0.239,1,0.402761232915039,0.464619747263959
"Os9",0.269027085616278,0.74481625734188,0.25,0.098,1,0.437468798040474,-0.355718958390274,0,0.132,1,0.437468798040474,0.465678598437368
"Ldha",0.319109112592791,0.831461138219642,0.25,0.111,1,0.269766182983444,-0.556458158937489,0,0.238,1,0.319109112592791,0.466758572485431
"Csf1r",0.389515535479842,-0.980646209267143,0,0.158,1,0.269766183359282,-0.790910858747748,0,0.238,1,0.389515535479842,0.46675857303433
"Diap1",0.27043161454872,-0.968610504542308,0,0.238,1,0.520651711161616,-0.580169309866706,0.25,0.327,1,0.520651711161616,0.467729970950013
"Gm5150",0.486055385867044,-0.320561642694239,0,0.109,1,0.270867753614426,-0.555702366889159,0,0.237,1,0.486055385867044,0.468366167280726
"Terf2ip",0.274202579645372,0.604362010562803,0.25,0.103,1,0.439192791068233,-0.256135266081101,0,0.131,1,0.439192791068233,0.473218104606567
"Max",0.486055385867044,-0.765962821096765,0,0.109,1,0.274938702885894,-0.860503518247859,0,0.234,1,0.486055385867044,0.47428611542721
"Lrrc58",0.275965825442133,-0.480261891434345,0,0.233,1,0.291853914355214,-0.59934332051178,1,0.832,1,0.291853914355214,0.475774514072308
"Sepn1",0.402761236360604,-0.435722321788269,0,0.15,1,0.27643155601571,-0.556112247075325,0,0.233,1,0.402761236360604,0.476448706870153
"Slc11a1",0.2898000707369,-0.544957445648604,0,0.223,1,0.276805819111788,-0.501080467043455,0,0.233,1,0.2898000707369,0.476990176729427
"Pnrc1",0.277564164925968,-1.30111492618869,0,0.232,1,0.523059630844222,-0.72966182858311,0.75,0.585,1,0.523059630844222,0.478086464200886
"Tsc22d3",0.404596298368303,-1.07749871493368,0.25,0.397,1,0.277597417273857,-0.922905101476035,0.5,0.563,1,0.404596298368303,0.478134508470599
"Dgat1",0.429449819805968,-0.430188534737959,0,0.136,1,0.278683460356065,-0.64731701861278,0,0.231,1,0.429449819805968,0.479702449636099
"Plek",0.335862566511073,-0.885842067902978,0,0.191,1,0.279216728752653,-0.85276076976216,0.25,0.454,1,0.335862566511073,0.480471475889974
"Ccnd3",0.602551356466414,0.332796175816161,0.25,0.172,1,0.28323316470814,-0.498104394434637,0,0.228,1,0.602551356466414,0.486245303825691
"Calm2",0.284034911854285,-0.920704275088831,0,0.227,1,0.929133331911483,-0.3042076153941,0.5,0.435,1,0.929133331911483,0.487393992556499
"Rsrp1",0.444113235120308,-0.59677635731743,0,0.129,1,0.285147122712788,-0.528905389825469,0,0.226,1,0.444113235120308,0.488985363834194
"Atg7",0.285234071199531,1.08970283938558,0.25,0.107,1,0.432907313385772,-0.340635136119545,0,0.134,1,0.432907313385772,0.489109667026002
"Fam101b",0.418793421310803,-0.716662170172959,0,0.142,1,0.285531213204554,-0.695309929231622,0,0.226,1,0.418793421310803,0.489534352695044
"Tmem30c",0.336808097204115,-0.389795231338505,0,0.19,1,0.286300697362241,-0.424738285643534,0,0.225,1,0.336808097204115,0.490633305414376
"Pde4b",0.286493766781803,-0.875056993344386,0,0.225,1,0.319054187747254,-0.873396204878193,0.25,0.408,1,0.319054187747254,0.49090885515878
"Itga4",0.481828308579555,0.378070114847515,0.25,0.141,1,0.288158514472615,0.314829759077798,0.5,0.245,1,0.481828308579555,0.493281699482166
"Csnk1e",0.427057138376501,-0.719167043586569,0,0.137,1,0.288619620302539,-0.590609772324847,0,0.224,1,0.427057138376501,0.493937955381496
"Atox1",0.331170576656234,-0.612421552887373,0,0.194,1,0.289007640570121,-0.472580699047927,0,0.223,1,0.331170576656234,0.494489864832334
"Il6ra",0.482091134448751,0.392180355339662,0.25,0.142,1,0.289007640834867,-0.52847561714059,0,0.223,1,0.482091134448751,0.494489865208799
"Socs3",0.435494667168461,-0.633640500673396,0,0.133,1,0.290174343466247,-0.693399272281169,0,0.222,1,0.435494667168461,0.496147537326426
"Sik2",0.424678642274434,-0.344158595732769,0,0.139,1,0.290564126195127,-0.463435949544076,0,0.222,1,0.424678642274434,0.496700740958716
"Sap18",0.391692607217,-0.556780320246006,0,0.157,1,0.290954351737753,-0.62958763519188,0,0.222,1,0.391692607217,0.49725426868037
"Hist2h2aa1",0.330239253116671,-0.624144533739292,0,0.194,1,0.290954351870849,-0.522613989892625,0,0.222,1,0.330239253116671,0.497254268869112
"Dbnl",0.291143808937445,1.06724580332837,0.25,0.109,1,0.494602093594492,0.311087186568585,0.25,0.15,1,0.494602093594492,0.497522900392286
"Zc3h12a",0.291420325877464,-0.601292152438397,0.5,0.731,1,0.803621247755644,-0.293392389852979,0.75,0.56,1,0.803621247755644,0.497914845420401
"Sat1",0.292300884756688,-1.28134597635741,0,0.221,1,0.970675742716497,-0.632681467599279,0.75,0.453,1,0.970675742716497,0.499161962283834
"Grpel2",0.293760441862891,0.404342420955298,0.5,0.31,1,0.304895820697994,-0.410929415333613,0,0.212,1,0.304895820697994,0.501225686522301
"Adrbk1",0.477622332685645,-0.677792958292547,0.25,0.407,1,0.293780670789849,-0.741751033787689,0.5,0.537,1,0.477622332685645,0.501254259049964
"Ifitm3",0.293978221829136,-1.03643850980817,0,0.22,1,0.586123253663009,-0.706872155093659,0.25,0.318,1,0.586123253663009,0.501533248748452
"Mark2",0.30944772085348,-0.64784121262861,0,0.209,1,0.294092149759193,-0.519168203352491,0,0.219,1,0.30944772085348,0.501694106968402
"Plp2",0.870499544306855,-0.547657653314774,0.25,0.287,1,0.2947940236548,-1.10391817645772,0.25,0.439,1,0.870499544306855,0.502684530927013
"Eapp",0.2965095461148,-0.449912905665399,0,0.218,1,0.389432933308818,-0.296872250034158,0,0.158,1,0.389432933308818,0.505101181292396
"Gm15500",0.298103457614898,0.302938052031072,0.5,0.258,1,0.546310116583998,-0.256324421338081,0.5,0.255,1,0.546310116583998,0.507341243787839
"AF251705",0.409553471450635,-0.476790312804188,0,0.147,1,0.298852701526871,-0.551996132183827,0,0.216,1,0.409553471450635,0.508392465843833
"Tnrc18",0.38627228234045,-0.533520047989539,0,0.16,1,0.299652475662537,-0.473600807739343,0,0.215,1,0.38627228234045,0.509513345154386
"Igsf6",0.467163426722968,-0.3952504534164,0,0.118,1,0.299652475935213,-0.476752227302825,0,0.215,1,0.467163426722968,0.509513345536323
"Hcar2",0.447864248236473,-0.558640243976231,0,0.127,1,0.299652476071551,-0.63141402731224,0,0.215,1,0.447864248236473,0.509513345727291
"Tmem243",0.300769694407152,-0.504760053279122,0,0.215,1,0.318563223562191,-0.418849996792883,0,0.202,1,0.318563223562191,0.511076979740532
"Fcer1g",0.30193317614932,-1.11021761457601,0.25,0.507,1,0.53160684170056,0.36951817664616,0.75,0.624,1,0.53160684170056,0.512702709439024
"Gm9920",0.672779254024317,-0.335583657313149,0.5,0.546,1,0.302045434396353,-0.643393975739403,0.25,0.419,1,0.672779254024317,0.512859424353025
"Uqcrh",0.374604271255436,-0.64315136705075,0,0.167,1,0.302466121863907,-0.468884695500365,0,0.213,1,0.374604271255436,0.513446488852423
"Bptf",0.343494493537608,-0.538369755405743,0,0.186,1,0.302466122276084,-0.470742197632318,0,0.213,1,0.343494493537608,0.513446489427437
"Entpd1",0.495848180920278,-0.449830810909934,0,0.105,1,0.302869912970315,-0.604869879242308,0,0.213,1,0.495848180920278,0.514009641757984
"Zyg11b",0.303350831967136,-0.504781109307012,0,0.213,1,0.40445903802256,-0.37071230355994,0,0.149,1,0.40445903802256,0.514679936679118
"Hist2h2aa2",0.349321636710211,-0.555690508828262,0,0.182,1,0.303678884219597,-0.502098758771242,0,0.213,1,0.349321636710211,0.515136903718334
"Arhgap9",0.387350405517065,-0.451239913350443,0,0.159,1,0.304895821804431,-0.444623623199678,0,0.212,1,0.387350405517065,0.516830181455062
"Ankrd33b",0.475150879949808,-0.453741672716629,0,0.114,1,0.306524932225099,-0.576852376680301,0,0.21,1,0.475150879949808,0.519092330374596
"Arf3",0.484675902015966,-0.486820246886245,0,0.11,1,0.307342297601169,-0.603533715700487,0,0.21,1,0.484675902015966,0.520225307307572
"Nfkbid",0.35923634021107,-0.797302656938719,0,0.176,1,0.309393953134531,-0.594911506769013,0,0.208,1,0.35923634021107,0.52306328803285
"Brap",0.430651530994149,-0.316342691361622,0,0.136,1,0.309393953204531,-0.398387563756951,0,0.208,1,0.430651530994149,0.523063288129534
"Prorsd1",0.309447716098372,-0.435710161006247,0,0.209,1,0.807408150792643,-0.254522908292369,0.25,0.249,1,0.807408150792643,0.523137543198245
"Ncor1",0.309447720174179,-0.704632053582294,0,0.209,1,0.441888085699962,-0.603493839893942,0.25,0.356,1,0.441888085699962,0.523137548827361
"Sipa1",0.411843504641555,-0.569871660614983,0,0.146,1,0.310217927598595,-0.49938583512922,0,0.208,1,0.411843504641555,0.524200692593623
"Alox5",0.446610016688157,-0.483834583643545,0,0.128,1,0.311043803057892,-0.544272614334354,0,0.207,1,0.446610016688157,0.525339358695068
"Prdm11",0.311209021253045,-0.412536804135043,0,0.207,1,0.538019384777813,-0.425533871998551,0.25,0.324,1,0.538019384777813,0.525566987596812
"Gm29666",0.311209023300631,-0.448432831770383,0,0.207,1,0.897328290786904,-0.265003046834845,0.25,0.225,1,0.897328290786904,0.525566990417529
"Mfsd4",0.311209023300631,-0.476037278084489,0,0.207,1,0.567256564500438,-0.445750069895014,0.25,0.313,1,0.567256564500438,0.525566990417529
"Ttyh3",0.311209023300631,-1.06083603043186,0,0.207,1,0.803029831066928,-0.394465670805103,0.5,0.299,1,0.803029831066928,0.525566990417529
